Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Frequency of Chlorophyll-a concentration],[Level/Status],[Nature],[Observation Status],[Reporting Type],[Sampling Stations],[Units]
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2021.0,8.022,2021,,8.041,8.003,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Estación AO en Gorgonilla | LATITUDE: 2.933 | LONGITUDE: -78.215,,,C,A,G,ESTACION_AO_EN_GORGONILLA,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2021.0,8.027,2021,,8.058,7.994,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Horno Gorgona | LATITUDE: 3.008 | LONGITUDE: -78.168,,,C,A,G,HORNO_GORGONA,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2022.0,8.03,2022,,8.041,8.016,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Boya | LATITUDE: 12.540 | LONGITUDE: -72.149,,,C,A,G,BOYA,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2022.0,7.823,2022,,8.036,7.653,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: CHO_OFF_5 | LATITUDE: 3.559 | LONGITUDE: -77.700,,,C,A,G,CHO_OFF_5,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2022.0,7.99,2022,,8.005,7.974,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Cabo de la vela | LATITUDE: 12.201 | LONGITUDE: -72.149,,,C,A,G,CABO_DE_LA_VELA,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2022.0,7.963,2022,,7.973,7.953,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Frente Playa Manzanillo | LATITUDE: 10.510 | LONGITUDE: -75.507,,,C,A,G,FRENTE_PLAYA_MANZANILLO,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2022.0,7.878,2022,,8.077,7.594,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Cuenca_Pacífico_Norte | LATITUDE: 5.166 | LONGITUDE: -79.968,,,C,A,G,CUENCA_PACIFICO_NORTE,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2022.0,7.902,2022,,7.917,7.888,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Muelle Manaure Salina | LATITUDE: 11.784 | LONGITUDE: -72.457,,,C,A,G,MUELLE_MANAURE_SALINA,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2022.0,7.947,2022,,8.06,7.769,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Horno Gorgona | LATITUDE: 3.008 | LONGITUDE: -78.168,,,C,A,G,HORNO_GORGONA,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2022.0,8.059,2022,,8.136,7.982,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Puerto Bolivar | LATITUDE: 12.213 | LONGITUDE: -71.985,,,C,A,G,PUERTO_BOLIVAR,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2022.0,7.865,2022,,7.915,7.815,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Playa Mayapo | LATITUDE: 11.662 | LONGITUDE: -72.787,,,C,A,G,PLAYA_MAYAPO,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2022.0,8.023,2022,,8.054,7.999,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: CORDILLERA_BEATA | LATITUDE: 14.521 | LONGITUDE: -72.235,,,C,A,G,CORDILLERA_BEATA,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2022.0,6.872,2022,,6.999,6.746,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Bocas de Ceniza | LATITUDE: 11.105 | LONGITUDE: -74.854,,,C,A,G,BOCAS_DE_CENIZA,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2022.0,7.998,2022,,8.023,7.973,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Bocana Ensenada Tumaco | LATITUDE: 1.911 | LONGITUDE: -78.724,,,C,A,G,BOCANA_ENSENADA_TUMACO,PH
14.0,14.3,14.3.1,ER_OAW_MNACD,Average marine acidity (pH) measured at agreed suite of representative sampling stations,170.0,Colombia,2022.0,7.981,2022,,7.992,7.96,,Intergovernmental Oceanographic Commission (IOC) of UNESCO,,Mooring Name: Banco de Coral frente a isla arena | LATITUDE: 10.159 | LONGITUDE: -75.750,,,C,A,G,BANCO_DE_CORAL_FRENTE_A_ISLA_ARENA,PH
